,code,zips,fb_keys,Users,Males,Females,High school grad,College grad,Away from hometown,Away from family,Recently moved,Single,Married,Civil union,Engaged,iOS,Android,Frequent international travelers,Frequent Travelers,Returned from travels 1 week ago,Technology early adopters,2G,3G,4G,WiFi,Expats,Gambling,Casino,Catholic Church,Buddhism,Atheism,Cooking,Restaurants,Fast food,LGBT community,Homosexuality,Same-sex marriage,Fitness and wellness,Older devices,Mac,iPhone X,Huawei,VIVO,Oppo,iPhone 8,iPhone 8 Plus,Galaxy S8,Galaxy S8+,Galaxy S9,Galaxy S9+,smartphone e tablet,tablet,Cherry Mobile,Samsung Android,Windows,income
10,1025,30017,US:30017,12000.0,0.4222222222222222,0.5805555555555556,0.1638888888888889,0.3611111111111111,0.17222222222222222,0.16944444444444443,,0.12222222222222223,0.39722222222222225,,,0.33888888888888885,0.23333333333333334,0.14583333333333334,0.5333333333333333,,0.10833333333333334,,,0.2611111111111111,0.4666666666666667,0.1611111111111111,0.1375,,0.13055555555555556,,,0.513888888888889,0.4444444444444444,0.26666666666666666,0.11666666666666667,,,0.7,0.16944444444444443,,,,,,,,,,,,0.5833333333333334,0.3277777777777778,,0.15555555555555556,,87500.0
11,1026,30019,US:30019,17466.666666666668,0.4217557251908397,0.5839694656488549,0.17557251908396945,0.3778625954198473,0.16030534351145037,0.15267175572519082,,0.24045801526717556,0.4675572519083969,,,0.3225190839694656,0.1812977099236641,0.09351145038167938,0.5114503816793893,,0.17748091603053434,,,1.0877862595419847,0.41793893129770987,0.25190839694656486,0.3606870229007633,0.0916030534351145,0.24618320610687022,0.06870229007633587,,0.5629770992366412,0.49045801526717553,0.3263358778625954,0.17175572519083968,,0.10305343511450381,0.7461832061068702,0.1851145038167939,0.06297709923664122,,,,,,0.08015267175572519,,,,,0.6049618320610686,0.29198473282442744,,0.1545801526717557,0.14885496183206107,90891.0
12,1027,30021,US:30021,10933.333333333334,0.5457317073170732,0.4451219512195122,0.10060975609756097,0.16768292682926828,,,,0.10975609756097561,0.10670731707317073,,,0.274390243902439,0.37195121951219506,0.11432926829268292,0.46036585365853655,,,,,0.28353658536585363,0.3780487804878048,0.42073170731707316,0.18292682926829268,,0.14634146341463414,0.14939024390243902,,0.3262195121951219,0.274390243902439,0.16158536585365854,,,,0.5609756097560975,0.1798780487804878,,,,,,,,,,,,0.6493902439024389,0.3292682926829268,,0.21036585365853658,,32349.0
13,1028,30022,US:30022,23666.666666666668,0.42535211267605627,0.5633802816901409,0.08450704225352113,0.4295774647887323,0.16338028169014082,0.16056338028169012,,0.1028169014084507,0.4183098591549296,,,0.3492957746478873,0.14084507042253522,0.15211267605633802,0.5070422535211268,,0.09295774647887324,,,0.21267605633802814,0.4295774647887323,0.16901408450704225,0.09507042253521127,,0.09999999999999999,,,0.45070422535211263,0.428169014084507,0.20985915492957746,0.07183098591549296,,,0.6619718309859154,0.1380281690140845,0.0676056338028169,,,,,,,,,,,0.5211267605633803,0.2619718309859155,,0.10140845070422534,0.09295774647887324,103228.0
14,1029,30024,US:30024,23333.333333333332,0.43000000000000005,0.5571428571428572,0.11,0.4171428571428572,0.17,0.16714285714285715,,0.09285714285714286,0.45571428571428574,,,0.3485714285714286,0.1757142857142857,0.1457142857142857,0.5285714285714286,,0.09428571428571429,,,0.22142857142857145,0.4600000000000001,0.19142857142857145,0.08285714285714285,,0.1042857142857143,0.047142857142857146,,0.5142857142857143,0.45714285714285713,0.23714285714285716,0.07571428571428572,,,0.7142857142857144,0.1457142857142857,0.047142857142857146,,,,,,,,,,,0.5571428571428572,0.31,,0.13428571428571429,0.08142857142857143,103533.0
15,1030,30025,US:30025,6700.0,0.43283582089552236,0.5671641791044776,0.24378109452736318,0.3034825870646766,,,,,0.3880597014925373,,,0.31343283582089554,0.263681592039801,,0.5422885572139303,,,,,0.33333333333333337,0.3880597014925373,,0.2537313432835821,,,,,0.6218905472636816,0.5223880597014925,0.34328358208955223,,,,0.736318407960199,0.23880597014925373,,,,,,,,,,,,0.6069651741293532,0.33830845771144274,,0.1791044776119403,,59522.0
16,1031,30028,US:30028,8100.0,0.4156378600823045,0.5679012345679012,0.21604938271604937,0.3868312757201646,0.22839506172839505,0.22839506172839505,,,0.522633744855967,,,0.3497942386831276,0.25308641975308643,0.14814814814814814,0.49794238683127573,,,,,0.25925925925925924,0.448559670781893,,,,0.13580246913580246,,,0.5967078189300411,0.4897119341563786,0.24691358024691357,,,,0.757201646090535,0.13580246913580246,,,,,,,,,,,,0.5267489711934157,0.41975308641975306,,0.1419753086419753,,79043.0
17,1032,30030,US:30030,21000.0,0.40476190476190477,0.584126984126984,0.10793650793650793,0.36666666666666664,0.15079365079365079,0.14761904761904762,,0.14126984126984127,0.31587301587301586,,,0.29365079365079366,0.23492063492063492,0.13174603174603175,0.5190476190476191,,0.05238095238095238,,,0.20476190476190476,0.41904761904761906,0.07936507936507937,0.07936507936507937,,0.07380952380952381,0.05714285714285714,,0.41904761904761906,0.3888888888888889,0.1841269841269841,0.13333333333333333,,,0.6238095238095238,0.12222222222222222,,,,,,,,,,,,0.6666666666666666,0.36984126984126986,,0.173015873015873,0.06190476190476191,77789.0
18,1033,30032,US:30032,3900.0,0.47863247863247865,0.5299145299145299,,0.2948717948717949,,,,,,,,,0.358974358974359,,0.5042735042735043,,,,,0.48717948717948717,0.4230769230769231,,,,,,,0.35042735042735046,0.3247863247863248,0.28205128205128205,,,,0.5299145299145299,,,,,,,,,,,,,0.5213675213675214,0.3333333333333333,,,,36660.0
19,1034,30033,US:30033,2666.6666666666665,0.4625,0.525,,,,,,,,,,,,,0.5375,,,,,0.525,0.46875,,,,,,,0.45,,,,,,0.5375,,,,,,,,,,,,,0.48750000000000004,,,,,67462.0
20,1035,30034,US:30034,3166.6666666666665,0.46315789473684216,0.5368421052631579,,,,,,,,,,,0.3473684210526316,,0.5263157894736843,,,,,0.5368421052631579,0.4263157894736842,,,,,,,0.3631578947368421,0.3473684210526316,,,,,0.4736842105263158,,,,,,,,,,,,,0.5157894736842106,0.3473684210526316,,,,47890.0
21,1036,30035,US:30035,1866.6666666666667,,0.5892857142857143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5892857142857143,,,,,,,,,,,,,0.5892857142857143,,,,,43998.0
22,1037,30038,US:30038,10100.0,0.429042904290429,0.5610561056105611,0.18316831683168316,0.3234323432343234,0.2079207920792079,0.2079207920792079,,0.18811881188118812,0.20132013201320131,,,0.2706270627062706,0.36633663366336633,0.16336633663366337,0.5478547854785478,,,,,0.2541254125412541,0.42574257425742573,0.15346534653465346,0.1221122112211221,,,,,0.43564356435643564,0.3564356435643564,0.22442244224422442,0.12871287128712872,,,0.6039603960396039,0.132013201320132,,,,,,,,,,,,0.6006600660066007,0.37623762376237624,,0.19471947194719472,,50931.0
23,1038,30039,US:30039,9800.0,0.435374149659864,0.5544217687074829,0.20408163265306123,0.32312925170068024,0.2602040816326531,0.2602040816326531,,0.1836734693877551,0.4030612244897959,,,0.29931972789115646,0.3333333333333333,0.18877551020408162,0.5408163265306123,,,,,0.17346938775510204,0.47959183673469385,0.2074829931972789,0.12244897959183673,,,,,0.5204081632653061,0.4387755102040816,0.29081632653061223,0.12244897959183673,,,0.6870748299319728,0.17857142857142858,,,,,,,,,,,,0.608843537414966,0.5357142857142857,,0.24489795918367346,,63935.0
24,1039,30040,US:30040,33333.333333333336,0.41,0.58,0.15999999999999998,0.41,0.158,0.15399999999999997,,0.09499999999999999,0.5,,,0.32899999999999996,0.174,0.106,0.5,,0.11399999999999999,,,0.27899999999999997,0.42,0.103,0.109,0.044,0.10399999999999998,0.045,0.032999999999999995,0.5499999999999999,0.48,0.268,0.072,,0.06,0.72,0.155,0.045,0.032999999999999995,,,,0.036,0.047999999999999994,,,,,0.5499999999999999,0.294,,0.12399999999999999,0.09,90925.0
